FlightScheduleID,StaffID,WorkingHours,CheckIn,CheckOut
FS0009,S0003,10,12/25/2023 5:23,12/25/2023 15:23
FS0009,S0019,10,10/3/2022 20:43,10/4/2022 6:43
FS0009,S0005,9,10/23/2023 1:30,10/23/2023 10:30
FS0009,S0017,7,4/11/2024 0:44,4/11/2024 7:44
FS0010,S0004,3,4/10/2022 9:10,4/10/2022 12:10
FS0010,S0003,8,6/17/2023 7:46,6/17/2023 15:46
FS0010,S0012,5,3/18/2022 16:22,3/18/2022 21:22
FS0010,S0005,7,10/27/2023 12:19,10/27/2023 19:19
FS0010,S0009,1,5/2/2023 21:00,5/2/2023 22:00
FS0010,S0015,6,8/5/2023 10:10,8/5/2023 16:10
FS0011,S0002,5,1/31/2022 6:54,1/31/2022 11:54
FS0011,S0018,6,5/4/2022 6:15,5/4/2022 12:15
FS0011,S0010,1,7/18/2024 22:05,7/18/2024 23:05
FS0011,S0009,7,12/11/2023 10:23,12/11/2023 17:23
FS0011,S0019,8,8/26/2024 19:09,8/27/2024 3:09
FS0011,S0011,1,2/9/2024 14:59,2/9/2024 15:59
FS0012,S0018,6,3/8/2024 19:58,3/9/2024 1:58
FS0012,S0012,9,6/25/2024 3:06,6/25/2024 12:06
FS0012,S0004,4,4/5/2023 15:55,4/5/2023 19:55
FS0012,S0006,10,1/30/2024 23:55,1/31/2024 9:55
FS0012,S0002,9,12/22/2023 9:19,12/22/2023 18:19
FS0012,S0015,9,1/7/2024 1:50,1/7/2024 10:50
FS0013,S0019,9,4/8/2024 9:27,4/8/2024 18:27
FS0013,S0012,3,11/23/2022 1:48,11/23/2022 4:48
FS0013,S0018,7,9/5/2023 11:38,9/5/2023 18:38
FS0013,S0006,3,5/19/2024 15:36,5/19/2024 18:36
FS0013,S0009,5,5/27/2022 3:17,5/27/2022 8:17
FS0013,S0005,5,3/24/2023 10:58,3/24/2023 15:58
FS0014,S0004,8,4/15/2022 1:52,4/15/2022 9:52
FS0014,S0009,8,3/29/2022 23:56,3/30/2022 7:56
FS0014,S0013,8,6/9/2024 22:56,6/10/2024 6:56
FS0014,S0019,7,6/10/2022 2:01,6/10/2022 9:01
FS0014,S0006,7,9/3/2022 9:37,9/3/2022 16:37
FS0014,S0017,6,1/14/2023 5:08,1/14/2023 11:08
FS0015,S0013,8,1/27/2023 8:17,1/27/2023 16:17
FS0015,S0019,4,3/23/2024 22:20,3/24/2024 2:20
FS0015,S0016,3,11/4/2023 18:52,11/4/2023 21:52
FS0015,S0007,2,5/25/2024 6:15,5/25/2024 8:15
FS0015,S0011,5,1/8/2022 23:14,1/9/2022 4:14
FS0015,S0014,6,3/8/2023 15:14,3/8/2023 21:14
FS0016,S0002,2,10/20/2022 12:14,10/20/2022 14:14
FS0016,S0005,2,5/17/2024 6:53,5/17/2024 8:53
FS0016,S0016,7,8/1/2024 15:16,8/1/2024 22:16
FS0016,S0009,5,11/27/2023 21:18,11/28/2023 2:18
FS0016,S0010,1,4/15/2024 3:16,4/15/2024 4:16
FS0016,S0001,6,4/29/2023 18:51,4/30/2023 0:51
FS0017,S0011,8,1/16/2024 13:19,1/16/2024 21:19
FS0017,S0009,7,7/15/2023 12:09,7/15/2023 19:09
FS0017,S0014,9,1/15/2022 7:46,1/15/2022 16:46
FS0017,S0003,9,2/10/2023 16:39,2/11/2023 1:39
FS0017,S0005,5,11/30/2023 21:38,12/1/2023 2:38
FS0017,S0006,10,4/26/2024 7:26,4/26/2024 17:26
FS0018,S0004,8,7/5/2022 5:17,7/5/2022 13:17
FS0018,S0017,3,4/20/2023 23:34,4/21/2023 2:34
FS0018,S0005,3,1/6/2023 20:54,1/6/2023 23:54
FS0018,S0015,3,5/19/2023 21:34,5/20/2023 0:34
FS0018,S0007,1,10/20/2023 0:07,10/20/2023 1:07
FS0018,S0003,9,7/30/2023 6:04,7/30/2023 15:04
FS0019,S0005,2,6/6/2023 19:54,6/6/2023 21:54
FS0019,S0013,7,4/2/2023 9:12,4/2/2023 16:12
FS0019,S0019,1,3/23/2024 16:39,3/23/2024 17:39
FS0019,S0014,4,6/14/2024 21:01,6/15/2024 1:01
FS0019,S0006,4,4/20/2024 12:37,4/20/2024 16:37
FS0019,S0009,8,1/1/2023 6:08,1/1/2023 14:08
FS0020,S0014,3,7/14/2024 8:34,7/14/2024 11:34
FS0020,S0019,6,8/2/2023 21:28,8/3/2023 3:28
FS0020,S0012,8,6/30/2024 14:11,6/30/2024 22:11
FS0020,S0016,7,3/20/2023 9:47,3/20/2023 16:47
FS0020,S0006,2,10/29/2023 17:41,10/29/2023 19:41
FS0020,S0007,8,11/4/2023 11:35,11/4/2023 19:35
FS0021,S0016,3,9/3/2023 8:12,9/3/2023 11:12
FS0021,S0002,2,9/13/2023 14:31,9/13/2023 16:31
FS0021,S0008,3,7/22/2022 11:04,7/22/2022 14:04
FS0021,S0009,9,10/18/2023 17:20,10/19/2023 2:20
FS0021,S0015,4,5/25/2022 8:36,5/25/2022 12:36
FS0021,S0011,9,9/11/2023 16:20,9/12/2023 1:20
FS0022,S0019,2,3/4/2022 9:58,3/4/2022 11:58
FS0022,S0007,7,5/18/2023 3:39,5/18/2023 10:39
FS0022,S0012,8,6/7/2024 14:32,6/7/2024 22:32
FS0022,S0018,8,6/10/2024 1:02,6/10/2024 9:02
FS0022,S0011,9,7/4/2023 18:16,7/5/2023 3:16
FS0022,S0005,7,11/16/2023 10:37,11/16/2023 17:37
FS0023,S0003,2,6/17/2022 17:23,6/17/2022 19:23
FS0023,S0009,2,11/13/2023 5:16,11/13/2023 7:16
FS0023,S0006,8,7/17/2023 23:23,7/18/2023 7:23
FS0023,S0014,3,2/16/2022 3:33,2/16/2022 6:33
FS0023,S0019,1,4/26/2022 20:49,4/26/2022 21:49
FS0023,S0001,4,1/23/2024 10:41,1/23/2024 14:41
FS0024,S0002,10,6/9/2023 21:08,6/10/2023 7:08
FS0024,S0017,1,8/3/2022 18:29,8/3/2022 19:29
FS0024,S0013,7,9/20/2023 0:48,9/20/2023 7:48
FS0024,S0004,2,8/11/2024 15:40,8/11/2024 17:40
FS0024,S0016,9,10/29/2023 18:33,10/30/2023 3:33
FS0024,S0005,9,3/14/2024 19:40,3/15/2024 4:40
FS0025,S0010,6,4/26/2023 7:49,4/26/2023 13:49
FS0025,S0002,7,2/15/2024 23:56,2/16/2024 6:56
FS0025,S0008,6,7/30/2024 7:18,7/30/2024 13:18
FS0025,S0018,9,5/27/2023 1:52,5/27/2023 10:52
FS0025,S0015,9,7/4/2024 12:04,7/4/2024 21:04
FS0025,S0019,9,12/30/2023 9:40,12/30/2023 18:40
FS0026,S0015,2,3/11/2022 18:11,3/11/2022 20:11
FS0026,S0007,7,6/14/2023 20:57,6/15/2023 3:57
FS0026,S0011,10,8/6/2023 4:09,8/6/2023 14:09
FS0026,S0010,5,4/13/2022 2:27,4/13/2022 7:27
FS0026,S0014,4,5/4/2023 8:36,5/4/2023 12:36
FS0026,S0003,1,8/15/2022 16:14,8/15/2022 17:14
FS0027,S0020,1,1/25/2022 7:55,1/25/2022 8:55
FS0027,S0004,1,5/29/2024 14:55,5/29/2024 15:55
FS0027,S0005,7,9/2/2024 13:30,9/2/2024 20:30
FS0027,S0003,2,1/6/2024 4:54,1/6/2024 6:54
FS0027,S0001,10,5/11/2022 11:03,5/11/2022 21:03
FS0027,S0016,8,1/28/2024 9:03,1/28/2024 17:03
FS0028,S0010,5,1/23/2024 0:32,1/23/2024 5:32
FS0028,S0017,8,10/15/2022 9:49,10/15/2022 17:49
FS0028,S0012,8,11/2/2023 5:29,11/2/2023 13:29
FS0028,S0013,5,10/4/2022 17:24,10/4/2022 22:24
FS0028,S0003,5,1/6/2023 21:08,1/7/2023 2:08
FS0028,S0014,5,12/7/2022 11:32,12/7/2022 16:32
FS0029,S0011,4,12/21/2022 20:00,12/22/2022 0:00
FS0029,S0014,8,8/7/2024 12:32,8/7/2024 20:32
FS0029,S0010,2,9/28/2022 15:37,9/28/2022 17:37
FS0029,S0020,7,1/16/2022 6:09,1/16/2022 13:09
FS0029,S0017,2,4/13/2024 18:01,4/13/2024 20:01
FS0029,S0019,10,10/12/2022 23:43,10/13/2022 9:43
FS0030,S0018,3,10/23/2023 4:48,10/23/2023 7:48
FS0030,S0017,6,9/30/2023 0:37,9/30/2023 6:37
FS0030,S0012,1,4/19/2022 2:51,4/19/2022 3:51
FS0030,S0003,1,5/2/2024 15:20,5/2/2024 16:20
FS0030,S0014,8,3/2/2022 17:26,3/3/2022 1:26
FS0030,S0005,3,10/10/2023 18:19,10/10/2023 21:19
FS0031,S0008,9,2/9/2024 4:18,2/9/2024 13:18
FS0031,S0004,1,2/25/2022 9:28,2/25/2022 10:28
FS0031,S0018,8,4/8/2024 22:33,4/9/2024 6:33
FS0031,S0007,1,9/2/2022 5:12,9/2/2022 6:12
FS0031,S0011,6,4/9/2022 6:58,4/9/2022 12:58
FS0031,S0015,3,12/3/2023 8:10,12/3/2023 11:10
FS0032,S0005,10,11/22/2022 14:46,11/23/2022 0:46
FS0032,S0019,2,6/9/2023 15:06,6/9/2023 17:06
FS0032,S0008,2,11/8/2023 2:27,11/8/2023 4:27
FS0032,S0018,9,3/5/2022 21:37,3/6/2022 6:37
FS0032,S0014,7,8/24/2024 16:09,8/24/2024 23:09
FS0032,S0017,9,7/21/2024 3:03,7/21/2024 12:03
FS0033,S0016,5,5/28/2023 23:54,5/29/2023 4:54
FS0033,S0010,8,11/22/2023 1:45,11/22/2023 9:45
FS0033,S0008,6,3/27/2024 4:40,3/27/2024 10:40
FS0033,S0019,10,5/11/2023 1:03,5/11/2023 11:03
FS0033,S0003,1,6/10/2022 15:29,6/10/2022 16:29
FS0033,S0013,5,9/5/2022 6:21,9/5/2022 11:21
FS0034,S0007,3,7/13/2024 18:21,7/13/2024 21:21
FS0034,S0020,2,10/13/2022 18:11,10/13/2022 20:11
FS0034,S0013,5,8/18/2022 23:46,8/19/2022 4:46
FS0034,S0005,4,1/24/2024 10:56,1/24/2024 14:56
FS0034,S0016,5,12/23/2023 9:45,12/23/2023 14:45
FS0034,S0015,8,7/16/2023 7:12,7/16/2023 15:12
FS0035,S0016,6,9/23/2022 19:15,9/24/2022 1:15
FS0035,S0001,5,9/21/2023 21:26,9/22/2023 2:26
FS0035,S0003,9,3/9/2022 8:23,3/9/2022 17:23
FS0035,S0019,2,12/23/2023 19:24,12/23/2023 21:24
FS0035,S0008,10,4/8/2023 11:07,4/8/2023 21:07
FS0035,S0011,6,7/20/2023 22:11,7/21/2023 4:11
FS0036,S0015,2,2/29/2024 16:25,2/29/2024 18:25
FS0036,S0006,1,2/2/2023 6:39,2/2/2023 7:39
FS0036,S0013,5,6/8/2022 21:57,6/9/2022 2:57
FS0036,S0017,3,9/8/2022 18:26,9/8/2022 21:26
FS0036,S0009,2,4/10/2022 19:16,4/10/2022 21:16
FS0036,S0003,9,10/5/2022 19:04,10/6/2022 4:04
FS0037,S0003,9,5/4/2024 4:59,5/4/2024 13:59
FS0037,S0008,3,4/3/2024 8:15,4/3/2024 11:15
FS0037,S0014,6,12/31/2022 12:03,12/31/2022 18:03
FS0037,S0019,2,9/13/2022 12:38,9/13/2022 14:38
FS0037,S0018,9,6/11/2023 19:06,6/12/2023 4:06
FS0037,S0016,3,8/1/2024 17:34,8/1/2024 20:34
FS0038,S0006,4,2/7/2022 21:40,2/8/2022 1:40
FS0038,S0020,5,3/16/2024 4:13,3/16/2024 9:13
FS0038,S0003,9,8/19/2023 5:55,8/19/2023 14:55
FS0038,S0007,10,10/21/2022 23:18,10/22/2022 9:18
FS0038,S0002,7,4/10/2023 5:45,4/10/2023 12:45
FS0038,S0018,3,7/13/2022 21:23,7/14/2022 0:23
FS0039,S0011,4,1/15/2022 20:48,1/16/2022 0:48
FS0039,S0004,10,7/21/2024 12:17,7/21/2024 22:17
FS0039,S0012,7,12/10/2022 0:55,12/10/2022 7:55
FS0039,S0005,6,3/14/2024 22:33,3/15/2024 4:33
FS0039,S0007,5,5/3/2022 8:56,5/3/2022 13:56
FS0039,S0020,6,4/23/2024 17:54,4/23/2024 23:54
FS0040,S0015,9,10/20/2023 3:40,10/20/2023 12:40
FS0040,S0016,4,12/10/2023 4:16,12/10/2023 8:16
FS0040,S0006,3,6/6/2023 7:27,6/6/2023 10:27
FS0040,S0017,10,4/10/2024 9:27,4/10/2024 19:27
FS0040,S0010,5,7/14/2023 7:47,7/14/2023 12:47
FS0040,S0020,9,2/21/2023 7:54,2/21/2023 16:54
FS0041,S0010,1,10/18/2022 3:25,10/18/2022 4:25
FS0041,S0017,4,3/24/2022 11:55,3/24/2022 15:55
FS0041,S0011,9,4/21/2023 5:40,4/21/2023 14:40
FS0041,S0014,4,1/20/2022 9:11,1/20/2022 13:11
FS0041,S0007,7,4/22/2024 6:04,4/22/2024 13:04
FS0041,S0001,9,3/7/2022 8:47,3/7/2022 17:47
FS0042,S0020,8,8/31/2023 20:35,9/1/2023 4:35
FS0042,S0003,7,11/22/2023 3:57,11/22/2023 10:57
FS0042,S0002,6,2/10/2023 10:51,2/10/2023 16:51
FS0042,S0018,1,7/23/2024 4:23,7/23/2024 5:23
FS0042,S0017,4,8/14/2022 4:14,8/14/2022 8:14
FS0042,S0008,10,3/24/2022 16:47,3/25/2022 2:47
FS0043,S0014,5,4/29/2024 22:36,4/30/2024 3:36
FS0043,S0007,10,9/25/2023 16:15,9/26/2023 2:15
FS0043,S0011,7,12/7/2022 9:33,12/7/2022 16:33
FS0043,S0017,9,6/17/2023 5:30,6/17/2023 14:30
FS0043,S0009,10,7/21/2024 13:36,7/21/2024 23:36
FS0043,S0015,6,2/19/2023 11:25,2/19/2023 17:25
FS0044,S0020,10,1/31/2024 12:33,1/31/2024 22:33
FS0044,S0015,7,1/10/2022 14:54,1/10/2022 21:54
FS0044,S0013,3,1/26/2022 23:51,1/27/2022 2:51
FS0044,S0002,9,5/5/2022 13:36,5/5/2022 22:36
FS0044,S0017,10,5/8/2022 4:06,5/8/2022 14:06
FS0044,S0003,3,2/17/2023 23:27,2/18/2023 2:27
FS0045,S0003,4,7/26/2023 11:05,7/26/2023 15:05
FS0045,S0006,4,2/14/2023 18:14,2/14/2023 22:14
FS0045,S0005,6,1/12/2023 6:02,1/12/2023 12:02
FS0045,S0018,5,4/19/2022 2:40,4/19/2022 7:40
FS0045,S0001,10,5/24/2022 2:05,5/24/2022 12:05
FS0045,S0019,3,5/8/2023 2:51,5/8/2023 5:51
FS0046,S0017,4,2/8/2023 10:25,2/8/2023 14:25
FS0046,S0020,10,9/22/2023 7:28,9/22/2023 17:28
FS0046,S0005,10,6/2/2023 17:00,6/3/2023 3:00
FS0046,S0012,1,12/6/2022 13:10,12/6/2022 14:10
FS0046,S0011,6,3/1/2023 15:44,3/1/2023 21:44
FS0046,S0016,9,8/20/2024 0:23,8/20/2024 9:23
FS0047,S0013,5,8/10/2022 17:46,8/10/2022 22:46
FS0047,S0003,7,2/25/2022 10:45,2/25/2022 17:45
FS0047,S0014,1,9/26/2023 0:53,9/26/2023 1:53
FS0047,S0011,7,7/10/2022 2:25,7/10/2022 9:25
FS0047,S0009,8,1/9/2022 13:45,1/9/2022 21:45
FS0047,S0002,1,3/11/2024 22:44,3/11/2024 23:44
FS0048,S0009,5,12/12/2023 2:21,12/12/2023 7:21
FS0048,S0019,7,3/25/2023 4:07,3/25/2023 11:07
FS0048,S0015,5,9/2/2023 0:49,9/2/2023 5:49
FS0048,S0016,9,4/16/2024 8:48,4/16/2024 17:48
FS0048,S0012,8,12/20/2023 23:03,12/21/2023 7:03
FS0048,S0018,7,11/25/2023 9:32,11/25/2023 16:32
FS0049,S0005,7,4/7/2022 9:52,4/7/2022 16:52
FS0049,S0010,8,8/3/2024 16:56,8/4/2024 0:56
FS0049,S0003,9,8/17/2024 23:51,8/18/2024 8:51
FS0049,S0007,10,2/1/2023 19:18,2/2/2023 5:18
FS0049,S0015,10,7/6/2023 16:06,7/7/2023 2:06
FS0049,S0016,10,9/13/2022 20:58,9/14/2022 6:58
FS0050,S0002,5,6/18/2024 1:36,6/18/2024 6:36
FS0050,S0008,6,2/7/2022 5:57,2/7/2022 11:57
FS0050,S0012,7,1/24/2023 16:50,1/24/2023 23:50
FS0050,S0011,4,9/4/2024 16:11,9/4/2024 20:11
FS0050,S0001,1,8/6/2024 23:19,8/7/2024 0:19
FS0050,S0007,2,2/1/2024 3:55,2/1/2024 5:55
FS0051,S0009,2,6/16/2022 9:17,6/16/2022 11:17
FS0051,S0007,7,7/15/2022 21:22,7/16/2022 4:22
FS0051,S0001,1,1/17/2022 0:44,1/17/2022 1:44
FS0051,S0005,10,3/28/2022 5:47,3/28/2022 15:47
FS0051,S0015,10,5/9/2022 15:11,5/10/2022 1:11
FS0051,S0013,6,6/1/2023 7:08,6/1/2023 13:08
FS0052,S0015,5,5/8/2023 18:06,5/8/2023 23:06
FS0052,S0007,6,12/22/2022 15:15,12/22/2022 21:15
FS0052,S0006,8,7/18/2024 17:52,7/19/2024 1:52
FS0052,S0003,7,9/11/2022 15:19,9/11/2022 22:19
FS0052,S0013,5,7/22/2022 14:11,7/22/2022 19:11
FS0052,S0016,1,3/15/2024 5:15,3/15/2024 6:15
FS0053,S0007,10,5/18/2023 10:52,5/18/2023 20:52
FS0053,S0018,7,1/9/2022 2:00,1/9/2022 9:00
FS0053,S0016,1,12/31/2023 9:08,12/31/2023 10:08
FS0053,S0006,3,6/14/2024 7:29,6/14/2024 10:29
FS0053,S0015,3,2/21/2024 15:58,2/21/2024 18:58
FS0053,S0008,2,2/14/2023 16:26,2/14/2023 18:26
FS0054,S0015,6,1/11/2023 10:00,1/11/2023 16:00
FS0054,S0006,1,8/13/2023 11:30,8/13/2023 12:30
FS0054,S0016,8,9/21/2022 23:53,9/22/2022 7:53
FS0054,S0010,1,12/29/2022 4:24,12/29/2022 5:24
FS0054,S0020,1,3/23/2024 21:35,3/23/2024 22:35
FS0054,S0017,5,6/8/2023 10:59,6/8/2023 15:59
FS0055,S0008,10,7/5/2023 4:08,7/5/2023 14:08
FS0055,S0019,6,5/14/2022 23:00,5/15/2022 5:00
FS0055,S0004,5,12/27/2022 5:30,12/27/2022 10:30
FS0055,S0010,10,8/6/2023 18:53,8/7/2023 4:53
FS0055,S0009,5,9/15/2023 14:27,9/15/2023 19:27
FS0055,S0007,8,11/8/2023 23:53,11/9/2023 7:53
FS0056,S0014,5,9/12/2022 4:48,9/12/2022 9:48
FS0056,S0015,2,9/1/2023 0:49,9/1/2023 2:49
FS0056,S0008,2,11/16/2023 11:27,11/16/2023 13:27
FS0056,S0001,1,10/5/2023 12:00,10/5/2023 13:00
FS0056,S0012,6,3/16/2022 19:17,3/17/2022 1:17
FS0056,S0019,8,7/31/2024 22:57,8/1/2024 6:57
FS0057,S0016,10,7/10/2023 0:37,7/10/2023 10:37
FS0057,S0001,3,11/22/2023 3:28,11/22/2023 6:28
FS0057,S0006,7,3/18/2022 11:18,3/18/2022 18:18
FS0057,S0008,10,12/10/2022 11:00,12/10/2022 21:00
FS0057,S0005,3,4/24/2022 16:45,4/24/2022 19:45
FS0057,S0010,5,2/22/2023 2:10,2/22/2023 7:10
FS0058,S0007,4,11/25/2022 5:20,11/25/2022 9:20
FS0058,S0018,9,5/29/2023 19:53,5/30/2023 4:53
FS0058,S0019,8,7/9/2024 0:16,7/9/2024 8:16
FS0058,S0006,10,7/22/2022 13:27,7/22/2022 23:27
FS0058,S0017,7,5/5/2023 13:06,5/5/2023 20:06
FS0058,S0012,7,4/15/2024 8:46,4/15/2024 15:46
FS0059,S0018,4,8/3/2023 9:02,8/3/2023 13:02
FS0059,S0012,8,1/18/2022 5:03,1/18/2022 13:03
FS0059,S0014,2,1/8/2024 13:40,1/8/2024 15:40
FS0059,S0011,2,9/12/2022 2:14,9/12/2022 4:14
FS0059,S0015,2,4/12/2023 20:05,4/12/2023 22:05
FS0059,S0007,1,9/4/2023 8:07,9/4/2023 9:07
FS0060,S0011,6,10/18/2022 23:11,10/19/2022 5:11
FS0060,S0005,5,1/26/2024 10:38,1/26/2024 15:38
FS0060,S0001,3,3/21/2024 11:53,3/21/2024 14:53
FS0060,S0017,3,4/15/2023 16:28,4/15/2023 19:28
FS0060,S0012,3,3/11/2023 12:12,3/11/2023 15:12
FS0060,S0003,8,2/12/2024 6:25,2/12/2024 14:25
FS0061,S0020,4,4/13/2022 12:23,4/13/2022 16:23
FS0061,S0011,10,4/8/2022 0:48,4/8/2022 10:48
FS0061,S0019,7,2/12/2023 4:39,2/12/2023 11:39
FS0061,S0001,9,10/28/2022 6:52,10/28/2022 15:52
FS0061,S0015,10,3/26/2024 12:41,3/26/2024 22:41
FS0061,S0013,10,4/21/2024 15:30,4/22/2024 1:30
FS0062,S0001,4,5/4/2023 22:02,5/5/2023 2:02
FS0062,S0003,6,9/26/2022 16:48,9/26/2022 22:48
FS0062,S0008,4,4/15/2022 10:46,4/15/2022 14:46
FS0062,S0017,2,12/25/2023 6:24,12/25/2023 8:24
FS0062,S0019,4,6/2/2022 14:10,6/2/2022 18:10
FS0062,S0009,9,4/18/2024 7:36,4/18/2024 16:36
FS0063,S0014,8,6/29/2024 10:53,6/29/2024 18:53
FS0063,S0012,5,7/14/2022 10:52,7/14/2022 15:52
FS0063,S0008,9,8/21/2022 22:49,8/22/2022 7:49
FS0063,S0003,1,6/3/2024 14:05,6/3/2024 15:05
FS0063,S0009,8,3/9/2022 14:32,3/9/2022 22:32
FS0063,S0018,3,7/26/2024 7:30,7/26/2024 10:30
FS0064,S0014,5,1/5/2023 18:08,1/5/2023 23:08
FS0064,S0007,1,1/29/2023 21:30,1/29/2023 22:30
FS0064,S0003,4,5/3/2024 22:13,5/4/2024 2:13
FS0064,S0006,2,2/8/2024 3:58,2/8/2024 5:58
FS0064,S0019,1,3/11/2024 10:25,3/11/2024 11:25
FS0064,S0018,1,1/19/2023 4:04,1/19/2023 5:04
FS0065,S0017,7,10/9/2023 0:05,10/9/2023 7:05
FS0065,S0008,7,1/3/2023 8:06,1/3/2023 15:06
FS0065,S0005,5,2/12/2022 23:11,2/13/2022 4:11
FS0065,S0014,4,3/30/2023 0:25,3/30/2023 4:25
FS0065,S0010,10,7/17/2024 0:44,7/17/2024 10:44
FS0065,S0007,3,9/27/2022 3:52,9/27/2022 6:52
FS0066,S0009,7,3/21/2024 7:24,3/21/2024 14:24
FS0066,S0010,4,3/28/2023 10:21,3/28/2023 14:21
FS0066,S0003,7,7/21/2024 15:58,7/21/2024 22:58
FS0066,S0011,4,2/1/2024 16:16,2/1/2024 20:16
FS0066,S0007,8,1/5/2023 4:24,1/5/2023 12:24
FS0066,S0012,1,7/23/2023 19:03,7/23/2023 20:03
FS0067,S0018,7,2/15/2023 15:35,2/15/2023 22:35
FS0067,S0007,5,4/1/2022 2:13,4/1/2022 7:13
FS0067,S0002,7,11/2/2023 3:01,11/2/2023 10:01
FS0067,S0011,1,12/12/2023 21:48,12/12/2023 22:48
FS0067,S0020,8,11/4/2022 22:35,11/5/2022 6:35
FS0067,S0009,8,3/9/2023 4:26,3/9/2023 12:26
FS0068,S0013,4,5/24/2023 3:01,5/24/2023 7:01
FS0068,S0009,8,12/21/2022 19:15,12/22/2022 3:15
FS0068,S0005,5,7/7/2022 11:24,7/7/2022 16:24
FS0068,S0008,6,1/26/2023 15:36,1/26/2023 21:36
FS0068,S0017,5,11/14/2023 2:16,11/14/2023 7:16
FS0068,S0019,1,10/10/2022 10:30,10/10/2022 11:30
FS0069,S0020,6,10/24/2023 21:25,10/25/2023 3:25
FS0069,S0019,4,5/30/2022 0:03,5/30/2022 4:03
FS0069,S0002,3,1/8/2024 3:59,1/8/2024 6:59
FS0069,S0003,1,10/8/2023 9:26,10/8/2023 10:26
FS0069,S0016,5,7/24/2023 7:56,7/24/2023 12:56
FS0069,S0004,1,5/1/2022 16:50,5/1/2022 17:50
FS0070,S0007,10,11/10/2022 15:26,11/11/2022 1:26
FS0070,S0017,2,1/8/2024 11:48,1/8/2024 13:48
FS0070,S0011,1,11/20/2023 13:28,11/20/2023 14:28
FS0070,S0003,4,9/16/2022 8:13,9/16/2022 12:13
FS0070,S0015,6,2/4/2024 8:04,2/4/2024 14:04
FS0070,S0020,1,10/28/2022 22:30,10/28/2022 23:30
FS0071,S0006,4,6/28/2022 1:40,6/28/2022 5:40
FS0071,S0009,6,2/11/2023 3:18,2/11/2023 9:18
