FlightScheduleID,StaffID,WorkingHours,CheckIn,CheckOut
FS0012,S0015,9,7/1/2024 1:50,7/1/2024 10:50
FS0013,S0019,9,8/4/2024 9:27,8/4/2024 18:27
FS0013,S0012,3,23/11/2022 1:48,23/11/2022 4:48
FS0013,S0018,7,5/9/2023 11:38,5/9/2023 18:38
FS0013,S0006,3,19/5/2024 15:36,19/5/2024 18:36
FS0013,S0009,5,27/5/2022 3:17,27/5/2022 8:17
FS0013,S0005,5,24/3/2023 10:58,24/3/2023 15:58
FS0014,S0004,8,15/4/2022 1:52,15/4/2022 9:52
FS0014,S0009,8,29/3/2022 23:56,30/3/2022 7:56
FS0014,S0013,8,9/6/2024 22:56,10/6/2024 6:56
FS0014,S0019,7,10/6/2022 2:01,10/6/2022 9:01
FS0014,S0006,7,3/9/2022 9:37,3/9/2022 16:37
FS0014,S0017,6,14/1/2023 5:08,14/1/2023 11:08
FS0015,S0013,8,27/1/2023 8:17,27/1/2023 16:17
FS0015,S0019,4,23/3/2024 22:20,24/3/2024 2:20
FS0015,S0016,3,4/11/2023 18:52,4/11/2023 21:52
FS0015,S0007,2,25/5/2024 6:15,25/5/2024 8:15
FS0015,S0011,5,8/1/2022 23:14,9/1/2022 4:14
FS0015,S0014,6,8/3/2023 15:14,8/3/2023 21:14
FS0016,S0002,2,20/10/2022 12:14,20/10/2022 14:14
FS0016,S0005,2,17/5/2024 6:53,17/5/2024 8:53
FS0016,S0016,7,1/8/2024 15:16,1/8/2024 22:16
FS0016,S0009,5,27/11/2023 21:18,28/11/2023 2:18
FS0016,S0010,1,15/4/2024 3:16,15/4/2024 4:16
FS0016,S0001,6,29/4/2023 18:51,30/4/2023 0:51
FS0017,S0011,8,16/1/2024 13:19,16/1/2024 21:19
FS0017,S0009,7,15/7/2023 12:09,15/7/2023 19:09
FS0017,S0014,9,15/1/2022 7:46,15/1/2022 16:46
FS0017,S0003,9,10/2/2023 16:39,11/2/2023 1:39
FS0017,S0005,5,30/11/2023 21:38,1/12/2023 2:38
FS0017,S0006,10,26/4/2024 7:26,26/4/2024 17:26
FS0018,S0004,8,5/7/2022 5:17,5/7/2022 13:17
FS0018,S0017,3,20/4/2023 23:34,21/4/2023 2:34
FS0018,S0005,3,6/1/2023 20:54,6/1/2023 23:54
FS0018,S0015,3,19/5/2023 21:34,20/5/2023 0:34
FS0018,S0007,1,20/10/2023 0:07,20/10/2023 1:07
FS0018,S0003,9,30/7/2023 6:04,30/7/2023 15:04
FS0019,S0005,2,6/6/2023 19:54,6/6/2023 21:54
FS0019,S0013,7,2/4/2023 9:12,2/4/2023 16:12
FS0019,S0019,1,23/3/2024 16:39,23/3/2024 17:39
FS0019,S0014,4,14/6/2024 21:01,15/6/2024 1:01
FS0019,S0006,4,20/4/2024 12:37,20/4/2024 16:37
FS0019,S0009,8,1/1/2023 6:08,1/1/2023 14:08
FS0020,S0014,3,14/7/2024 8:34,14/7/2024 11:34
FS0020,S0019,6,2/8/2023 21:28,3/8/2023 3:28
FS0020,S0012,8,30/6/2024 14:11,30/6/2024 22:11
FS0020,S0016,7,20/3/2023 9:47,20/3/2023 16:47
FS0020,S0006,2,29/10/2023 17:41,29/10/2023 19:41
FS0020,S0007,8,4/11/2023 11:35,4/11/2023 19:35
FS0021,S0016,3,3/9/2023 8:12,3/9/2023 11:12
FS0021,S0002,2,13/9/2023 14:31,13/9/2023 16:31
FS0021,S0008,3,22/7/2022 11:04,22/7/2022 14:04
FS0021,S0009,9,18/10/2023 17:20,19/10/2023 2:20
FS0021,S0015,4,25/5/2022 8:36,25/5/2022 12:36
FS0021,S0011,9,11/9/2023 16:20,12/9/2023 1:20
FS0022,S0019,2,4/3/2022 9:58,4/3/2022 11:58
FS0022,S0007,7,18/5/2023 3:39,18/5/2023 10:39
FS0022,S0012,8,7/6/2024 14:32,7/6/2024 22:32
FS0022,S0018,8,10/6/2024 1:02,10/6/2024 9:02
FS0022,S0011,9,4/7/2023 18:16,5/7/2023 3:16
FS0022,S0005,7,16/11/2023 10:37,16/11/2023 17:37
FS0023,S0003,2,17/6/2022 17:23,17/6/2022 19:23
FS0023,S0009,2,13/11/2023 5:16,13/11/2023 7:16
FS0023,S0006,8,17/7/2023 23:23,18/7/2023 7:23
FS0023,S0014,3,16/2/2022 3:33,16/2/2022 6:33
FS0023,S0019,1,26/4/2022 20:49,26/4/2022 21:49
FS0023,S0001,4,23/1/2024 10:41,23/1/2024 14:41
FS0024,S0002,10,9/6/2023 21:08,10/6/2023 7:08
FS0024,S0017,1,3/8/2022 18:29,3/8/2022 19:29
FS0024,S0013,7,20/9/2023 0:48,20/9/2023 7:48
FS0024,S0004,2,11/8/2024 15:40,11/8/2024 17:40
FS0024,S0016,9,29/10/2023 18:33,30/10/2023 3:33
FS0024,S0005,9,14/3/2024 19:40,15/3/2024 4:40
FS0025,S0010,6,26/4/2023 7:49,26/4/2023 13:49
FS0025,S0002,7,15/2/2024 23:56,16/2/2024 6:56
FS0025,S0008,6,30/7/2024 7:18,30/7/2024 13:18
FS0025,S0018,9,27/5/2023 1:52,27/5/2023 10:52
FS0025,S0015,9,4/7/2024 12:04,4/7/2024 21:04
FS0025,S0019,9,30/12/2023 9:40,30/12/2023 18:40
FS0026,S0015,2,11/3/2022 18:11,11/3/2022 20:11
FS0026,S0007,7,14/6/2023 20:57,15/6/2023 3:57
FS0026,S0011,10,6/8/2023 4:09,6/8/2023 14:09
FS0026,S0010,5,13/4/2022 2:27,13/4/2022 7:27
FS0026,S0014,4,4/5/2023 8:36,4/5/2023 12:36
FS0026,S0003,1,15/8/2022 16:14,15/8/2022 17:14
FS0027,S0020,1,25/1/2022 7:55,25/1/2022 8:55
FS0027,S0004,1,29/5/2024 14:55,29/5/2024 15:55
FS0027,S0005,7,2/9/2024 13:30,2/9/2024 20:30
FS0027,S0003,2,6/1/2024 4:54,6/1/2024 6:54
FS0027,S0001,10,11/5/2022 11:03,11/5/2022 21:03
FS0027,S0016,8,28/1/2024 9:03,28/1/2024 17:03
FS0028,S0010,5,23/1/2024 0:32,23/1/2024 5:32
FS0028,S0017,8,15/10/2022 9:49,15/10/2022 17:49
FS0028,S0012,8,2/11/2023 5:29,2/11/2023 13:29
FS0028,S0013,5,4/10/2022 17:24,4/10/2022 22:24
FS0028,S0003,5,6/1/2023 21:08,7/1/2023 2:08
FS0028,S0014,5,7/12/2022 11:32,7/12/2022 16:32
FS0029,S0011,4,21/12/2022 20:00,22/12/2022 0:00
FS0029,S0014,8,7/8/2024 12:32,7/8/2024 20:32
FS0029,S0010,2,28/9/2022 15:37,28/9/2022 17:37
FS0029,S0020,7,16/1/2022 6:09,16/1/2022 13:09
FS0029,S0017,2,13/4/2024 18:01,13/4/2024 20:01
FS0029,S0019,10,12/10/2022 23:43,13/10/2022 9:43
FS0030,S0018,3,23/10/2023 4:48,23/10/2023 7:48
FS0030,S0017,6,30/9/2023 0:37,30/9/2023 6:37
FS0030,S0012,1,19/4/2022 2:51,19/4/2022 3:51
FS0030,S0003,1,2/5/2024 15:20,2/5/2024 16:20
FS0030,S0014,8,2/3/2022 17:26,3/3/2022 1:26
FS0030,S0005,3,10/10/2023 18:19,10/10/2023 21:19
FS0031,S0008,9,9/2/2024 4:18,9/2/2024 13:18
FS0031,S0004,1,25/2/2022 9:28,25/2/2022 10:28
FS0031,S0018,8,8/4/2024 22:33,9/4/2024 6:33
FS0031,S0007,1,2/9/2022 5:12,2/9/2022 6:12
FS0031,S0011,6,9/4/2022 6:58,9/4/2022 12:58
FS0031,S0015,3,3/12/2023 8:10,3/12/2023 11:10
FS0032,S0005,10,22/11/2022 14:46,23/11/2022 0:46
FS0032,S0019,2,9/6/2023 15:06,9/6/2023 17:06
FS0032,S0008,2,8/11/2023 2:27,8/11/2023 4:27
FS0032,S0018,9,5/3/2022 21:37,6/3/2022 6:37
FS0032,S0014,7,24/8/2024 16:09,24/8/2024 23:09
FS0032,S0017,9,21/7/2024 3:03,21/7/2024 12:03
FS0033,S0016,5,28/5/2023 23:54,29/5/2023 4:54
FS0033,S0010,8,22/11/2023 1:45,22/11/2023 9:45
FS0033,S0008,6,27/3/2024 4:40,27/3/2024 10:40
FS0033,S0019,10,11/5/2023 1:03,11/5/2023 11:03
FS0033,S0003,1,10/6/2022 15:29,10/6/2022 16:29
FS0033,S0013,5,5/9/2022 6:21,5/9/2022 11:21
FS0034,S0007,3,13/7/2024 18:21,13/7/2024 21:21
FS0034,S0020,2,13/10/2022 18:11,13/10/2022 20:11
FS0034,S0013,5,18/8/2022 23:46,19/8/2022 4:46
FS0034,S0005,4,24/1/2024 10:56,24/1/2024 14:56
FS0034,S0016,5,23/12/2023 9:45,23/12/2023 14:45
FS0034,S0015,8,16/7/2023 7:12,16/7/2023 15:12
FS0035,S0016,6,23/9/2022 19:15,24/9/2022 1:15
FS0035,S0001,5,21/9/2023 21:26,22/9/2023 2:26
FS0035,S0003,9,9/3/2022 8:23,9/3/2022 17:23
FS0035,S0019,2,23/12/2023 19:24,23/12/2023 21:24
FS0035,S0008,10,8/4/2023 11:07,8/4/2023 21:07
FS0035,S0011,6,20/7/2023 22:11,21/7/2023 4:11
FS0036,S0015,2,29/2/2024 16:25,29/2/2024 18:25
FS0036,S0006,1,2/2/2023 6:39,2/2/2023 7:39
FS0036,S0013,5,8/6/2022 21:57,9/6/2022 2:57
FS0036,S0017,3,8/9/2022 18:26,8/9/2022 21:26
FS0036,S0009,2,10/4/2022 19:16,10/4/2022 21:16
FS0036,S0003,9,5/10/2022 19:04,6/10/2022 4:04
FS0037,S0003,9,4/5/2024 4:59,4/5/2024 13:59
FS0037,S0008,3,3/4/2024 8:15,3/4/2024 11:15
FS0037,S0014,6,31/12/2022 12:03,31/12/2022 18:03
FS0037,S0019,2,13/9/2022 12:38,13/9/2022 14:38
FS0037,S0018,9,11/6/2023 19:06,12/6/2023 4:06
FS0037,S0016,3,1/8/2024 17:34,1/8/2024 20:34
FS0038,S0006,4,7/2/2022 21:40,8/2/2022 1:40
FS0038,S0020,5,16/3/2024 4:13,16/3/2024 9:13
FS0038,S0003,9,19/8/2023 5:55,19/8/2023 14:55
FS0038,S0007,10,21/10/2022 23:18,22/10/2022 9:18
FS0038,S0002,7,10/4/2023 5:45,10/4/2023 12:45
FS0038,S0018,3,13/7/2022 21:23,14/7/2022 0:23
FS0039,S0011,4,15/1/2022 20:48,16/1/2022 0:48
FS0039,S0004,10,21/7/2024 12:17,21/7/2024 22:17
FS0039,S0012,7,10/12/2022 0:55,10/12/2022 7:55
FS0039,S0005,6,14/3/2024 22:33,15/3/2024 4:33
FS0039,S0007,5,3/5/2022 8:56,3/5/2022 13:56
FS0039,S0020,6,23/4/2024 17:54,23/4/2024 23:54
FS0040,S0015,9,20/10/2023 3:40,20/10/2023 12:40
FS0040,S0016,4,10/12/2023 4:16,10/12/2023 8:16
FS0040,S0006,3,6/6/2023 7:27,6/6/2023 10:27
FS0040,S0017,10,10/4/2024 9:27,10/4/2024 19:27
FS0040,S0010,5,14/7/2023 7:47,14/7/2023 12:47
FS0040,S0020,9,21/2/2023 7:54,21/2/2023 16:54
FS0041,S0010,1,18/10/2022 3:25,18/10/2022 4:25
FS0041,S0017,4,24/3/2022 11:55,24/3/2022 15:55
FS0041,S0011,9,21/4/2023 5:40,21/4/2023 14:40
FS0041,S0014,4,20/1/2022 9:11,20/1/2022 13:11
FS0041,S0007,7,22/4/2024 6:04,22/4/2024 13:04
FS0041,S0001,9,7/3/2022 8:47,7/3/2022 17:47
FS0042,S0020,8,31/8/2023 20:35,1/9/2023 4:35
FS0042,S0003,7,22/11/2023 3:57,22/11/2023 10:57
FS0042,S0002,6,10/2/2023 10:51,10/2/2023 16:51
FS0042,S0018,1,23/7/2024 4:23,23/7/2024 5:23
FS0042,S0017,4,14/8/2022 4:14,14/8/2022 8:14
FS0042,S0008,10,24/3/2022 16:47,25/3/2022 2:47
FS0043,S0014,5,29/4/2024 22:36,30/4/2024 3:36
FS0043,S0007,10,25/9/2023 16:15,26/9/2023 2:15
FS0043,S0011,7,7/12/2022 9:33,7/12/2022 16:33
FS0043,S0017,9,17/6/2023 5:30,17/6/2023 14:30
FS0043,S0009,10,21/7/2024 13:36,21/7/2024 23:36
FS0043,S0015,6,19/2/2023 11:25,19/2/2023 17:25
FS0044,S0020,10,31/1/2024 12:33,31/1/2024 22:33
FS0044,S0015,7,10/1/2022 14:54,10/1/2022 21:54
FS0044,S0013,3,26/1/2022 23:51,27/1/2022 2:51
FS0044,S0002,9,5/5/2022 13:36,5/5/2022 22:36
FS0044,S0017,10,8/5/2022 4:06,8/5/2022 14:06
FS0044,S0003,3,17/2/2023 23:27,18/2/2023 2:27
FS0045,S0003,4,26/7/2023 11:05,26/7/2023 15:05
FS0045,S0006,4,14/2/2023 18:14,14/2/2023 22:14
FS0045,S0005,6,12/1/2023 6:02,12/1/2023 12:02
FS0045,S0018,5,19/4/2022 2:40,19/4/2022 7:40
FS0045,S0001,10,24/5/2022 2:05,24/5/2022 12:05
FS0045,S0019,3,8/5/2023 2:51,8/5/2023 5:51
FS0046,S0017,4,8/2/2023 10:25,8/2/2023 14:25
FS0046,S0020,10,22/9/2023 7:28,22/9/2023 17:28
FS0046,S0005,10,2/6/2023 17:00,3/6/2023 3:00
FS0046,S0012,1,6/12/2022 13:10,6/12/2022 14:10
FS0046,S0011,6,1/3/2023 15:44,1/3/2023 21:44
FS0046,S0016,9,20/8/2024 0:23,20/8/2024 9:23
FS0047,S0013,5,10/8/2022 17:46,10/8/2022 22:46
FS0047,S0003,7,25/2/2022 10:45,25/2/2022 17:45
FS0047,S0014,1,26/9/2023 0:53,26/9/2023 1:53
FS0047,S0011,7,10/7/2022 2:25,10/7/2022 9:25
FS0047,S0009,8,9/1/2022 13:45,9/1/2022 21:45
FS0047,S0002,1,11/3/2024 22:44,11/3/2024 23:44
FS0048,S0009,5,12/12/2023 2:21,12/12/2023 7:21
FS0048,S0019,7,25/3/2023 4:07,25/3/2023 11:07
FS0048,S0015,5,2/9/2023 0:49,2/9/2023 5:49
FS0048,S0016,9,16/4/2024 8:48,16/4/2024 17:48
FS0048,S0012,8,20/12/2023 23:03,21/12/2023 7:03
FS0048,S0018,7,25/11/2023 9:32,25/11/2023 16:32
FS0049,S0005,7,7/4/2022 9:52,7/4/2022 16:52
FS0049,S0010,8,3/8/2024 16:56,4/8/2024 0:56
FS0049,S0003,9,17/8/2024 23:51,18/8/2024 8:51
FS0049,S0007,10,1/2/2023 19:18,2/2/2023 5:18
FS0049,S0015,10,6/7/2023 16:06,7/7/2023 2:06
FS0049,S0016,10,13/9/2022 20:58,14/9/2022 6:58
FS0050,S0002,5,18/6/2024 1:36,18/6/2024 6:36
FS0050,S0008,6,7/2/2022 5:57,7/2/2022 11:57
FS0050,S0012,7,24/1/2023 16:50,24/1/2023 23:50
FS0050,S0011,4,4/9/2024 16:11,4/9/2024 20:11
FS0050,S0001,1,6/8/2024 23:19,7/8/2024 0:19
FS0050,S0007,2,1/2/2024 3:55,1/2/2024 5:55
FS0051,S0009,2,16/6/2022 9:17,16/6/2022 11:17
FS0051,S0007,7,15/7/2022 21:22,16/7/2022 4:22
FS0051,S0001,1,17/1/2022 0:44,17/1/2022 1:44
FS0051,S0005,10,28/3/2022 5:47,28/3/2022 15:47
FS0051,S0015,10,9/5/2022 15:11,10/5/2022 1:11
FS0051,S0013,6,1/6/2023 7:08,1/6/2023 13:08
FS0052,S0015,5,8/5/2023 18:06,8/5/2023 23:06
FS0052,S0007,6,22/12/2022 15:15,22/12/2022 21:15
FS0052,S0006,8,18/7/2024 17:52,19/7/2024 1:52
FS0052,S0003,7,11/9/2022 15:19,11/9/2022 22:19
FS0052,S0013,5,22/7/2022 14:11,22/7/2022 19:11
FS0052,S0016,1,15/3/2024 5:15,15/3/2024 6:15
FS0053,S0007,10,18/5/2023 10:52,18/5/2023 20:52
FS0053,S0018,7,9/1/2022 2:00,9/1/2022 9:00
FS0053,S0016,1,31/12/2023 9:08,31/12/2023 10:08
FS0053,S0006,3,14/6/2024 7:29,14/6/2024 10:29
FS0053,S0015,3,21/2/2024 15:58,21/2/2024 18:58
FS0053,S0008,2,14/2/2023 16:26,14/2/2023 18:26
FS0054,S0015,6,11/1/2023 10:00,11/1/2023 16:00
FS0054,S0006,1,13/8/2023 11:30,13/8/2023 12:30
FS0054,S0016,8,21/9/2022 23:53,22/9/2022 7:53
FS0054,S0010,1,29/12/2022 4:24,29/12/2022 5:24
FS0054,S0020,1,23/3/2024 21:35,23/3/2024 22:35
FS0054,S0017,5,8/6/2023 10:59,8/6/2023 15:59
FS0055,S0008,10,5/7/2023 4:08,5/7/2023 14:08
FS0055,S0019,6,14/5/2022 23:00,15/5/2022 5:00
FS0055,S0004,5,27/12/2022 5:30,27/12/2022 10:30
FS0055,S0010,10,6/8/2023 18:53,7/8/2023 4:53
FS0055,S0009,5,15/9/2023 14:27,15/9/2023 19:27
FS0055,S0007,8,8/11/2023 23:53,9/11/2023 7:53
FS0056,S0014,5,12/9/2022 4:48,12/9/2022 9:48
FS0056,S0015,2,1/9/2023 0:49,1/9/2023 2:49
FS0056,S0008,2,16/11/2023 11:27,16/11/2023 13:27
FS0056,S0001,1,5/10/2023 12:00,5/10/2023 13:00
FS0056,S0012,6,16/3/2022 19:17,17/3/2022 1:17
FS0056,S0019,8,31/7/2024 22:57,1/8/2024 6:57
FS0057,S0016,10,10/7/2023 0:37,10/7/2023 10:37
FS0057,S0001,3,22/11/2023 3:28,22/11/2023 6:28
FS0057,S0006,7,18/3/2022 11:18,18/3/2022 18:18
FS0057,S0008,10,10/12/2022 11:00,10/12/2022 21:00
FS0057,S0005,3,24/4/2022 16:45,24/4/2022 19:45
FS0057,S0010,5,22/2/2023 2:10,22/2/2023 7:10
FS0058,S0007,4,25/11/2022 5:20,25/11/2022 9:20
FS0058,S0018,9,29/5/2023 19:53,30/5/2023 4:53
FS0058,S0019,8,9/7/2024 0:16,9/7/2024 8:16
FS0058,S0006,10,22/7/2022 13:27,22/7/2022 23:27
FS0058,S0017,7,5/5/2023 13:06,5/5/2023 20:06
FS0058,S0012,7,15/4/2024 8:46,15/4/2024 15:46
FS0059,S0018,4,3/8/2023 9:02,3/8/2023 13:02
FS0059,S0012,8,18/1/2022 5:03,18/1/2022 13:03
FS0059,S0014,2,8/1/2024 13:40,8/1/2024 15:40
FS0059,S0011,2,12/9/2022 2:14,12/9/2022 4:14
FS0059,S0015,2,12/4/2023 20:05,12/4/2023 22:05
FS0059,S0007,1,4/9/2023 8:07,4/9/2023 9:07
FS0060,S0011,6,18/10/2022 23:11,19/10/2022 5:11
FS0060,S0005,5,26/1/2024 10:38,26/1/2024 15:38
FS0060,S0001,3,21/3/2024 11:53,21/3/2024 14:53
FS0060,S0017,3,15/4/2023 16:28,15/4/2023 19:28
FS0060,S0012,3,11/3/2023 12:12,11/3/2023 15:12
FS0060,S0003,8,12/2/2024 6:25,12/2/2024 14:25
FS0061,S0020,4,13/4/2022 12:23,13/4/2022 16:23
FS0061,S0011,10,8/4/2022 0:48,8/4/2022 10:48
FS0061,S0019,7,12/2/2023 4:39,12/2/2023 11:39
FS0061,S0001,9,28/10/2022 6:52,28/10/2022 15:52
FS0061,S0015,10,26/3/2024 12:41,26/3/2024 22:41
FS0061,S0013,10,21/4/2024 15:30,22/4/2024 1:30
FS0062,S0001,4,4/5/2023 22:02,5/5/2023 2:02
FS0062,S0003,6,26/9/2022 16:48,26/9/2022 22:48
FS0062,S0008,4,15/4/2022 10:46,15/4/2022 14:46
FS0062,S0017,2,25/12/2023 6:24,25/12/2023 8:24
FS0062,S0019,4,2/6/2022 14:10,2/6/2022 18:10
FS0062,S0009,9,18/4/2024 7:36,18/4/2024 16:36
FS0063,S0014,8,29/6/2024 10:53,29/6/2024 18:53
FS0063,S0012,5,14/7/2022 10:52,14/7/2022 15:52
FS0063,S0008,9,21/8/2022 22:49,22/8/2022 7:49
FS0063,S0003,1,3/6/2024 14:05,3/6/2024 15:05
FS0063,S0009,8,9/3/2022 14:32,9/3/2022 22:32
FS0063,S0018,3,26/7/2024 7:30,26/7/2024 10:30
FS0064,S0014,5,5/1/2023 18:08,5/1/2023 23:08
FS0064,S0007,1,29/1/2023 21:30,29/1/2023 22:30
FS0064,S0003,4,3/5/2024 22:13,4/5/2024 2:13
FS0064,S0006,2,8/2/2024 3:58,8/2/2024 5:58
FS0064,S0019,1,11/3/2024 10:25,11/3/2024 11:25
FS0064,S0018,1,19/1/2023 4:04,19/1/2023 5:04
FS0065,S0017,7,9/10/2023 0:05,9/10/2023 7:05
FS0065,S0008,7,3/1/2023 8:06,3/1/2023 15:06
FS0065,S0005,5,12/2/2022 23:11,13/2/2022 4:11
FS0065,S0014,4,30/3/2023 0:25,30/3/2023 4:25
FS0065,S0010,10,17/7/2024 0:44,17/7/2024 10:44
FS0065,S0007,3,27/9/2022 3:52,27/9/2022 6:52
FS0066,S0009,7,21/3/2024 7:24,21/3/2024 14:24
FS0066,S0010,4,28/3/2023 10:21,28/3/2023 14:21
FS0066,S0003,7,21/7/2024 15:58,21/7/2024 22:58
FS0066,S0011,4,1/2/2024 16:16,1/2/2024 20:16
FS0066,S0007,8,5/1/2023 4:24,5/1/2023 12:24
FS0066,S0012,1,23/7/2023 19:03,23/7/2023 20:03
FS0067,S0018,7,15/2/2023 15:35,15/2/2023 22:35
FS0067,S0007,5,1/4/2022 2:13,1/4/2022 7:13
FS0067,S0002,7,2/11/2023 3:01,2/11/2023 10:01
FS0067,S0011,1,12/12/2023 21:48,12/12/2023 22:48
FS0067,S0020,8,4/11/2022 22:35,5/11/2022 6:35
FS0067,S0009,8,9/3/2023 4:26,9/3/2023 12:26
FS0068,S0013,4,24/5/2023 3:01,24/5/2023 7:01
FS0068,S0009,8,21/12/2022 19:15,22/12/2022 3:15
FS0068,S0005,5,7/7/2022 11:24,7/7/2022 16:24
FS0068,S0008,6,26/1/2023 15:36,26/1/2023 21:36
FS0068,S0017,5,14/11/2023 2:16,14/11/2023 7:16
FS0068,S0019,1,10/10/2022 10:30,10/10/2022 11:30
FS0069,S0020,6,24/10/2023 21:25,25/10/2023 3:25
FS0069,S0019,4,30/5/2022 0:03,30/5/2022 4:03
FS0069,S0002,3,8/1/2024 3:59,8/1/2024 6:59
FS0069,S0003,1,8/10/2023 9:26,8/10/2023 10:26
FS0069,S0016,5,24/7/2023 7:56,24/7/2023 12:56
FS0069,S0004,1,1/5/2022 16:50,1/5/2022 17:50
FS0070,S0007,10,10/11/2022 15:26,11/11/2022 1:26
FS0070,S0017,2,8/1/2024 11:48,8/1/2024 13:48
FS0070,S0011,1,20/11/2023 13:28,20/11/2023 14:28
FS0070,S0003,4,16/9/2022 8:13,16/9/2022 12:13
FS0070,S0015,6,4/2/2024 8:04,4/2/2024 14:04
FS0070,S0020,1,28/10/2022 22:30,28/10/2022 23:30
FS0071,S0006,4,28/6/2022 1:40,28/6/2022 5:40
FS0071,S0009,6,11/2/2023 3:18,11/2/2023 9:18
